OTU ID	HE327A	HE327C	HE327D	HE327E	HE327F	HE327G	HE327J	HE327K	HE327L	HE327N
otu677	0	0	0	0	1	0	0	0	0	0
otu6770	0	0	1	0	0	0	0	0	0	0
otu6771	0	1	0	0	0	0	0	0	0	0
otu6774	0	0	0	1	0	0	0	0	0	0
otu6776	0	0	0	1	0	0	0	0	0	0
otu6780	0	0	0	0	0	1	0	0	0	0
otu6781	0	0	0	1	0	0	0	0	0	0
otu6782	0	0	1	0	0	0	0	0	0	0
otu6785	0	0	1	0	0	0	0	0	0	0
otu6788	0	0	0	0	0	0	1	0	0	0
otu6790	0	0	0	0	0	1	0	0	0	0
otu6794	0	0	0	0	0	0	1	0	0	0
otu6797	1	0	0	0	0	0	0	0	0	0
otu6798	0	0	1	0	0	0	0	0	0	0
otu680	0	0	1	0	0	0	0	0	0	0
otu6800	0	0	0	0	1	0	0	0	0	0
otu6804	0	0	0	0	0	1	0	0	0	0
otu6805	0	0	0	0	1	0	0	0	0	0
otu6807	0	0	0	1	0	0	0	0	0	0
otu6808	0	0	1	0	0	0	0	0	0	0
otu681	0	0	0	0	0	0	0	0	1	0
otu6811	0	0	0	0	0	0	0	0	0	1
otu6816	0	0	0	0	1	0	0	0	0	0
otu6818	0	1	0	0	0	0	0	0	0	0
otu6819	0	0	1	0	0	0	0	0	0	0
otu6822	1	0	0	0	0	0	0	0	0	0
otu6825	0	0	0	0	0	0	0	0	1	0
otu6826	0	0	0	1	0	0	0	0	0	0
otu6835	0	0	0	0	1	0	0	0	0	0
otu6836	0	0	0	0	0	0	0	0	1	0
otu6837	0	0	0	0	1	0	0	0	0	0
otu684	1	0	0	0	0	0	0	0	0	0
otu6844	0	0	0	0	1	0	0	0	0	0
otu6845	0	0	0	1	0	0	0	0	0	0
otu6846	0	0	0	0	0	0	1	0	0	0
otu6847	0	0	0	1	0	0	0	0	0	0
otu685	0	0	0	0	0	0	1	0	0	0
otu6850	0	0	0	0	1	0	0	0	0	0
otu6855	0	0	0	1	0	0	0	0	0	0
otu6856	0	0	0	0	0	1	0	0	0	0
otu6857	0	0	0	0	0	1	0	0	0	0
otu6858	0	0	0	0	0	1	0	0	0	0
otu686	0	0	0	1	0	0	0	0	0	0
otu6861	0	0	0	0	0	1	0	0	0	0
otu6862	0	0	0	0	0	0	1	0	0	0
otu6863	0	0	0	0	0	0	1	0	0	0
otu6864	0	0	0	0	0	0	0	0	1	0
otu6865	0	0	0	1	0	0	0	0	0	0
otu6866	1	0	0	0	0	0	0	0	0	0
otu6867	0	0	0	0	1	0	0	0	0	0
otu6868	0	0	0	0	0	1	0	0	0	0
otu687	1	0	0	0	0	0	0	0	0	0
otu6871	0	0	0	0	0	0	1	0	0	0
otu6872	0	0	1	0	0	0	0	0	0	0
otu6873	0	0	0	0	1	0	0	0	0	0
otu6876	0	0	0	0	0	1	0	0	0	0
otu6877	0	0	0	0	1	0	0	0	0	0
otu688	0	0	0	0	0	0	0	0	1	0
otu6880	0	0	0	0	0	0	0	1	0	0
otu6884	0	0	0	0	0	1	0	0	0	0
otu6885	1	0	0	0	0	0	0	0	0	0
otu6886	0	1	0	0	0	0	0	0	0	0
otu6887	0	0	0	0	1	0	0	0	0	0
otu6888	0	1	0	0	0	0	0	0	0	0
otu6889	0	0	0	1	0	0	0	0	0	0
otu6891	0	0	0	0	0	1	0	0	0	0
otu6892	0	0	0	0	0	1	0	0	0	0
otu6893	0	0	0	0	0	0	1	0	0	0
otu6896	0	0	0	0	0	0	1	0	0	0
otu6897	0	0	0	0	1	0	0	0	0	0
otu6898	0	1	0	0	0	0	0	0	0	0
otu6899	0	0	0	0	0	0	0	0	1	0
otu6900	0	0	0	0	0	0	1	0	0	0
otu6902	0	0	0	1	0	0	0	0	0	0
otu6903	0	0	0	0	0	0	0	0	1	0
otu6905	0	0	0	0	0	1	0	0	0	0
otu6908	0	0	0	0	0	0	0	1	0	0
otu6911	1	0	0	0	0	0	0	0	0	0
otu6912	0	0	0	1	0	0	0	0	0	0
otu6915	1	0	0	0	0	0	0	0	0	0
otu6916	1	0	0	0	0	0	0	0	0	0
otu6917	0	0	0	1	0	0	0	0	0	0
otu6918	0	0	0	0	1	0	0	0	0	0
otu692	0	0	0	0	0	0	0	0	1	0
otu6922	0	0	0	0	0	1	0	0	0	0
otu6924	1	0	0	0	0	0	0	0	0	0
otu6928	0	0	0	0	0	0	1	0	0	0
otu6929	0	0	0	1	0	0	0	0	0	0
otu693	0	0	0	0	0	0	1	0	0	0
otu6930	0	0	0	0	0	0	0	0	1	0
otu6932	1	0	0	0	0	0	0	0	0	0
otu6933	0	0	1	0	0	0	0	0	0	0
otu6934	0	0	0	0	0	0	0	0	0	1
otu6937	0	0	0	0	0	0	1	0	0	0
otu6938	0	0	0	0	0	0	0	1	0	0
otu694	0	1	0	0	0	0	0	0	0	0
otu6940	1	0	0	0	0	0	0	0	0	0
otu6942	0	0	0	0	1	0	0	0	0	0
otu6943	1	0	0	0	0	0	0	0	0	0
otu6946	0	0	0	0	1	0	0	0	0	0
otu6947	0	0	0	0	1	0	0	0	0	0
otu6949	0	0	1	0	0	0	0	0	0	0
otu6950	0	1	0	0	0	0	0	0	0	0
otu6954	0	0	0	0	0	1	0	0	0	0
otu6955	0	0	0	0	0	0	0	0	1	0
otu6956	1	0	0	0	0	0	0	0	0	0
otu6957	1	0	0	0	0	0	0	0	0	0
otu6959	0	0	1	0	0	0	0	0	0	0
otu6962	0	0	0	0	1	0	0	0	0	0
otu6964	0	0	1	0	0	0	0	0	0	0
otu6966	0	0	0	0	0	1	0	0	0	0
otu6968	0	0	0	0	0	0	1	0	0	0
otu6969	0	0	1	0	0	0	0	0	0	0
otu697	1	0	0	0	0	0	0	0	0	0
otu6970	0	0	0	1	0	0	0	0	0	0
otu6971	1	0	0	0	0	0	0	0	0	0
otu6972	0	0	0	1	0	0	0	0	0	0
otu6976	1	0	0	0	0	0	0	0	0	0
otu6977	0	1	0	0	0	0	0	0	0	0
otu6979	0	0	0	1	0	0	0	0	0	0
otu6980	0	1	0	0	0	0	0	0	0	0
otu6981	0	0	1	0	0	0	0	0	0	0
otu6982	0	0	0	0	0	1	0	0	0	0
otu6983	0	0	1	0	0	0	0	0	0	0
otu6984	0	0	0	0	0	0	0	0	1	0
otu6985	0	0	1	0	0	0	0	0	0	0
otu6989	0	1	0	0	0	0	0	0	0	0
otu6991	0	0	0	0	1	0	0	0	0	0
otu6992	0	0	0	0	0	1	0	0	0	0
otu6993	1	0	0	0	0	0	0	0	0	0
otu6995	0	0	0	0	0	0	1	0	0	0
otu6996	0	0	0	0	1	0	0	0	0	0
otu6998	0	0	0	0	0	0	0	0	0	1
otu7	0	0	0	0	0	0	0	0	0	1
otu7000	1	0	0	0	0	0	0	0	0	0
otu7001	0	0	0	0	1	0	0	0	0	0
otu7003	0	0	1	0	0	0	0	0	0	0
otu7007	0	0	0	0	0	0	1	0	0	0
otu7008	1	0	0	0	0	0	0	0	0	0
otu7009	1	0	0	0	0	0	0	0	0	0
otu701	0	0	0	1	0	0	0	0	0	0
otu7010	0	0	0	0	0	0	1	0	0	0
otu7012	0	0	0	0	0	0	0	0	0	1
otu7013	0	0	0	0	0	0	0	0	1	0
otu7015	0	0	0	0	0	1	0	0	0	0
otu7017	0	0	0	0	0	0	0	1	0	0
otu702	0	0	0	1	0	0	0	0	0	0
otu7023	0	0	0	0	1	0	0	0	0	0
otu7024	0	0	0	1	0	0	0	0	0	0
otu7028	0	0	0	0	1	0	0	0	0	0
otu7034	0	0	0	0	1	0	0	0	0	0
otu7036	0	0	0	0	1	0	0	0	0	0
otu7037	0	0	1	0	0	0	0	0	0	0
otu7038	0	1	0	0	0	0	0	0	0	0
otu7040	0	0	1	0	0	0	0	0	0	0
otu7042	0	0	0	0	0	0	0	0	1	0
otu7043	0	0	0	0	0	0	1	0	0	0
otu7045	1	0	0	0	0	0	0	0	0	0
otu7046	0	0	0	0	0	0	0	1	0	0
otu7050	0	0	0	0	1	0	0	0	0	0
otu7052	0	0	1	0	0	0	0	0	0	0
otu7053	0	1	0	0	0	0	0	0	0	0
otu7054	1	0	0	0	0	0	0	0	0	0
otu7056	0	0	1	0	0	0	0	0	0	0
otu7059	0	0	0	1	0	0	0	0	0	0
otu706	0	1	0	0	0	0	0	0	0	0
otu7060	0	0	0	0	0	0	0	0	1	0
otu7061	1	0	0	0	0	0	0	0	0	0
otu7062	0	0	0	0	1	0	0	0	0	0
otu7063	0	0	1	0	0	0	0	0	0	0
otu7064	0	0	0	0	0	0	1	0	0	0
otu7068	0	0	0	1	0	0	0	0	0	0
otu7069	0	1	0	0	0	0	0	0	0	0
otu7070	1	0	0	0	0	0	0	0	0	0
otu7074	0	0	1	0	0	0	0	0	0	0
otu7075	0	0	1	0	0	0	0	0	0	0
otu7077	0	0	0	0	1	0	0	0	0	0
otu7078	0	0	0	0	0	0	1	0	0	0
otu7080	0	0	0	0	0	0	0	1	0	0
otu7081	0	0	0	0	0	0	0	0	1	0
otu7082	0	0	0	0	0	0	1	0	0	0
otu7084	0	0	0	0	0	1	0	0	0	0
otu7087	0	0	1	0	0	0	0	0	0	0
otu709	1	0	0	0	0	0	0	0	0	0
otu7090	0	0	0	0	1	0	0	0	0	0
otu7091	0	0	1	0	0	0	0	0	0	0
otu7094	0	0	0	1	0	0	0	0	0	0
otu7097	0	0	1	0	0	0	0	0	0	0
otu7098	0	0	0	0	1	0	0	0	0	0
otu7099	1	0	0	0	0	0	0	0	0	0
otu71	0	0	0	0	0	1	0	0	0	0
otu7100	0	0	1	0	0	0	0	0	0	0
otu7101	0	0	1	0	0	0	0	0	0	0
otu7103	1	0	0	0	0	0	0	0	0	0
otu7105	0	0	0	0	0	0	0	0	1	0
otu711	1	0	0	0	0	0	0	0	0	0
otu7110	0	0	0	0	0	0	1	0	0	0
otu7111	0	0	0	0	0	0	1	0	0	0
otu7113	0	0	0	0	0	1	0	0	0	0
otu7114	0	1	0	0	0	0	0	0	0	0
otu7115	0	0	0	1	0	0	0	0	0	0
otu7116	0	0	0	0	0	0	0	1	0	0
otu7117	1	0	0	0	0	0	0	0	0	0
otu7120	0	0	0	1	0	0	0	0	0	0
otu7121	0	0	0	0	0	1	0	0	0	0
otu7126	0	0	0	1	0	0	0	0	0	0
otu7129	0	0	0	0	0	0	0	0	1	0
otu7132	0	0	0	0	1	0	0	0	0	0
otu7133	0	0	0	0	1	0	0	0	0	0
otu7135	0	0	0	0	1	0	0	0	0	0
otu7138	1	0	0	0	0	0	0	0	0	0
otu7139	0	0	0	0	0	0	0	0	1	0
otu7140	0	0	0	1	0	0	0	0	0	0
otu7141	0	1	0	0	0	0	0	0	0	0
otu7142	0	1	0	0	0	0	0	0	0	0
otu7144	0	0	0	0	0	1	0	0	0	0
otu7145	0	1	0	0	0	0	0	0	0	0
otu7146	1	0	0	0	0	0	0	0	0	0
otu7149	0	1	0	0	0	0	0	0	0	0
otu715	0	0	0	0	0	0	1	0	0	0
otu7151	0	0	0	1	0	0	0	0	0	0
otu7152	0	0	0	1	0	0	0	0	0	0
otu7153	0	0	0	1	0	0	0	0	0	0
otu7154	0	0	0	0	0	1	0	0	0	0
otu7155	1	0	0	0	0	0	0	0	0	0
otu7156	0	0	0	0	0	1	0	0	0	0
otu7159	0	0	0	1	0	0	0	0	0	0
otu7162	0	0	0	1	0	0	0	0	0	0
otu7167	0	0	1	0	0	0	0	0	0	0
otu7169	0	0	0	0	0	0	0	0	0	1
otu7170	0	1	0	0	0	0	0	0	0	0
otu7173	0	1	0	0	0	0	0	0	0	0
otu7174	0	0	0	0	1	0	0	0	0	0
otu7176	0	0	0	0	0	0	0	0	0	1
otu7179	1	0	0	0	0	0	0	0	0	0
otu7180	0	0	1	0	0	0	0	0	0	0
otu7181	0	0	0	1	0	0	0	0	0	0
otu7185	0	0	1	0	0	0	0	0	0	0
otu7186	0	0	1	0	0	0	0	0	0	0
otu7188	0	0	0	1	0	0	0	0	0	0
otu7189	0	0	0	0	0	0	1	0	0	0
otu7190	0	0	0	0	0	0	1	0	0	0
otu7191	0	0	0	0	1	0	0	0	0	0
otu7193	0	1	0	0	0	0	0	0	0	0
otu7195	0	0	0	1	0	0	0	0	0	0
otu7196	0	0	0	0	0	1	0	0	0	0
otu7199	0	0	0	0	0	0	0	0	1	0
otu720	0	0	1	0	0	0	0	0	0	0
otu7200	0	0	0	0	0	0	0	0	1	0
otu7201	0	0	0	0	0	0	1	0	0	0
otu7202	0	0	0	0	1	0	0	0	0	0
otu7203	0	0	0	0	0	0	0	1	0	0
otu7205	0	0	0	0	0	0	0	0	1	0
otu7207	1	0	0	0	0	0	0	0	0	0
otu7208	0	1	0	0	0	0	0	0	0	0
otu721	0	1	0	0	0	0	0	0	0	0
otu7211	0	1	0	0	0	0	0	0	0	0
otu7212	0	0	0	0	0	0	0	0	1	0
otu7222	0	0	0	0	1	0	0	0	0	0
otu7223	0	0	0	0	1	0	0	0	0	0
otu7224	1	0	0	0	0	0	0	0	0	0
otu7226	0	1	0	0	0	0	0	0	0	0
otu7229	0	1	0	0	0	0	0	0	0	0
otu7231	0	0	1	0	0	0	0	0	0	0
otu7232	0	0	0	0	1	0	0	0	0	0
otu7233	0	0	0	0	1	0	0	0	0	0
otu7234	1	0	0	0	0	0	0	0	0	0
otu7236	0	0	0	1	0	0	0	0	0	0
otu724	0	0	0	0	0	0	0	0	0	1
otu7243	0	0	0	0	1	0	0	0	0	0
otu7245	0	0	0	0	0	0	0	0	0	1
otu7248	0	0	0	0	0	0	0	0	1	0
otu7250	0	0	1	0	0	0	0	0	0	0
otu7251	0	0	0	0	0	0	1	0	0	0
otu7257	0	0	0	0	1	0	0	0	0	0
otu7260	0	0	0	0	0	1	0	0	0	0
otu7261	0	0	0	1	0	0	0	0	0	0
otu7262	0	1	0	0	0	0	0	0	0	0
otu7265	0	0	0	0	1	0	0	0	0	0
otu7266	0	0	0	0	0	0	0	1	0	0
otu7267	0	0	0	0	1	0	0	0	0	0
otu7269	1	0	0	0	0	0	0	0	0	0
otu7271	0	0	1	0	0	0	0	0	0	0
otu7272	0	0	0	0	0	1	0	0	0	0
otu7276	0	0	0	1	0	0	0	0	0	0
otu7279	0	1	0	0	0	0	0	0	0	0
otu7280	0	0	0	0	0	0	1	0	0	0
otu7282	0	0	0	0	1	0	0	0	0	0
otu7285	0	0	0	0	0	1	0	0	0	0
otu7287	0	0	0	0	0	1	0	0	0	0
otu7289	1	0	0	0	0	0	0	0	0	0
otu7293	0	0	0	0	1	0	0	0	0	0
otu7295	0	0	0	0	1	0	0	0	0	0
otu7296	0	0	1	0	0	0	0	0	0	0
otu7297	0	1	0	0	0	0	0	0	0	0
otu7298	0	0	0	0	0	1	0	0	0	0
otu7302	0	0	0	0	1	0	0	0	0	0
otu7303	0	0	0	0	0	0	0	1	0	0
otu7304	0	0	0	0	1	0	0	0	0	0
otu7305	0	0	0	0	0	0	1	0	0	0
otu7307	0	0	0	0	1	0	0	0	0	0
otu731	0	0	0	0	0	0	0	0	1	0
otu7313	0	0	0	0	1	0	0	0	0	0
otu7316	0	0	0	0	1	0	0	0	0	0
otu7319	0	0	0	0	1	0	0	0	0	0
otu732	0	0	0	1	0	0	0	0	0	0
otu7320	0	0	0	0	0	1	0	0	0	0
otu7323	1	0	0	0	0	0	0	0	0	0
otu7326	0	0	0	0	0	0	0	1	0	0
otu7329	1	0	0	0	0	0	0	0	0	0
otu7330	0	1	0	0	0	0	0	0	0	0
otu7331	0	0	0	0	0	1	0	0	0	0
otu7334	0	0	0	0	0	0	0	0	1	0
otu7335	0	1	0	0	0	0	0	0	0	0
otu7336	0	1	0	0	0	0	0	0	0	0
otu7338	0	0	0	1	0	0	0	0	0	0
otu7341	0	1	0	0	0	0	0	0	0	0
otu7342	0	0	1	0	0	0	0	0	0	0
otu7343	0	0	0	0	0	0	1	0	0	0
otu7344	0	0	0	0	0	0	1	0	0	0
otu7345	0	1	0	0	0	0	0	0	0	0
otu7347	0	0	0	0	0	0	0	0	1	0
otu7348	0	0	0	0	0	0	0	0	1	0
otu7349	0	0	0	1	0	0	0	0	0	0
otu735	0	0	0	0	1	0	0	0	0	0
otu7351	0	0	0	0	0	0	1	0	0	0
otu7352	0	0	0	0	0	0	1	0	0	0
otu7354	0	0	0	1	0	0	0	0	0	0
otu7355	0	0	0	0	0	0	0	0	1	0
otu7358	0	1	0	0	0	0	0	0	0	0
otu7359	1	0	0	0	0	0	0	0	0	0
otu7361	0	0	0	1	0	0	0	0	0	0
otu7363	0	0	1	0	0	0	0	0	0	0
otu7365	0	0	0	0	0	1	0	0	0	0
otu7366	0	0	1	0	0	0	0	0	0	0
otu7367	0	1	0	0	0	0	0	0	0	0
otu7368	0	1	0	0	0	0	0	0	0	0
otu7369	0	0	1	0	0	0	0	0	0	0
otu737	0	0	0	0	0	0	0	1	0	0
otu7370	0	1	0	0	0	0	0	0	0	0
otu7373	0	1	0	0	0	0	0	0	0	0
otu7374	0	0	0	0	0	0	0	0	1	0
otu7375	1	0	0	0	0	0	0	0	0	0
otu738	0	0	0	0	1	0	0	0	0	0
otu7380	0	1	0	0	0	0	0	0	0	0
otu7385	0	1	0	0	0	0	0	0	0	0
otu7386	0	0	0	1	0	0	0	0	0	0
otu7387	0	1	0	0	0	0	0	0	0	0
otu7388	0	0	0	0	1	0	0	0	0	0
otu7389	0	0	0	0	0	1	0	0	0	0
otu739	0	1	0	0	0	0	0	0	0	0
otu7390	0	1	0	0	0	0	0	0	0	0
otu7393	0	0	0	1	0	0	0	0	0	0
otu7396	0	0	1	0	0	0	0	0	0	0
otu74	0	0	0	0	0	1	0	0	0	0
otu7400	0	0	0	0	0	1	0	0	0	0
otu7401	0	0	0	0	1	0	0	0	0	0
otu7404	0	0	1	0	0	0	0	0	0	0
otu7406	0	0	0	0	0	0	0	0	1	0
otu7411	0	0	0	0	0	1	0	0	0	0
otu7413	0	0	1	0	0	0	0	0	0	0
otu7416	0	0	0	0	0	0	0	1	0	0
otu7417	0	0	0	0	0	0	0	1	0	0
otu7418	0	0	0	0	0	0	0	0	1	0
otu7419	0	0	0	0	0	0	0	0	1	0
otu7420	0	0	0	0	1	0	0	0	0	0
otu7425	0	0	0	0	0	0	0	0	1	0
otu7428	0	0	0	0	0	1	0	0	0	0
otu743	0	0	1	0	0	0	0	0	0	0
otu7433	0	0	0	0	1	0	0	0	0	0
otu7436	1	0	0	0	0	0	0	0	0	0
otu7438	1	0	0	0	0	0	0	0	0	0
otu744	0	0	0	0	0	1	0	0	0	0
otu7441	0	0	0	0	1	0	0	0	0	0
otu7444	0	0	0	0	0	0	1	0	0	0
otu7446	0	0	1	0	0	0	0	0	0	0
otu7448	0	1	0	0	0	0	0	0	0	0
otu745	0	0	0	1	0	0	0	0	0	0
otu7450	0	0	0	0	0	1	0	0	0	0
otu7451	0	0	0	0	0	1	0	0	0	0
otu7452	0	0	1	0	0	0	0	0	0	0
otu7453	0	1	0	0	0	0	0	0	0	0
otu7457	0	0	1	0	0	0	0	0	0	0
otu7458	1	0	0	0	0	0	0	0	0	0
otu7461	0	0	0	0	0	0	0	0	0	1
otu7463	0	1	0	0	0	0	0	0	0	0
otu7464	0	0	0	0	0	1	0	0	0	0
otu7467	0	1	0	0	0	0	0	0	0	0
otu7468	0	0	0	1	0	0	0	0	0	0
otu747	0	1	0	0	0	0	0	0	0	0
otu7473	0	0	0	1	0	0	0	0	0	0
otu7476	0	1	0	0	0	0	0	0	0	0
otu7479	0	0	0	0	0	0	1	0	0	0
otu7481	0	1	0	0	0	0	0	0	0	0
otu7483	0	0	1	0	0	0	0	0	0	0
otu7485	0	0	0	0	0	0	0	1	0	0
otu7487	0	0	0	1	0	0	0	0	0	0
otu7488	0	0	1	0	0	0	0	0	0	0
otu7491	0	0	0	0	1	0	0	0	0	0
otu7492	0	0	0	0	1	0	0	0	0	0
otu7494	0	0	0	0	0	0	0	0	1	0
otu7496	0	0	0	0	0	1	0	0	0	0
otu7497	0	0	0	0	1	0	0	0	0	0
otu7498	0	0	0	0	0	0	0	0	0	1
otu7499	0	0	0	0	0	0	0	0	0	1
otu750	0	0	0	0	0	0	0	0	1	0
otu7504	0	0	0	1	0	0	0	0	0	0
otu7505	0	0	0	1	0	0	0	0	0	0
otu7508	1	0	0	0	0	0	0	0	0	0
otu751	0	0	0	0	0	1	0	0	0	0
otu7510	0	0	0	0	0	1	0	0	0	0
otu7511	0	0	1	0	0	0	0	0	0	0
otu7512	0	0	0	0	1	0	0	0	0	0
otu7513	0	0	0	0	1	0	0	0	0	0
otu7514	0	0	0	0	1	0	0	0	0	0
otu7515	0	0	1	0	0	0	0	0	0	0
otu7517	0	0	1	0	0	0	0	0	0	0
otu7519	0	0	0	0	0	0	1	0	0	0
otu752	0	0	0	0	0	1	0	0	0	0
otu7521	0	0	0	1	0	0	0	0	0	0
otu7522	0	0	0	0	0	0	0	0	1	0
otu7525	0	1	0	0	0	0	0	0	0	0
otu7527	0	1	0	0	0	0	0	0	0	0
otu7529	0	0	0	1	0	0	0	0	0	0
otu753	0	0	1	0	0	0	0	0	0	0
otu7531	0	0	0	1	0	0	0	0	0	0
otu7533	0	0	0	0	0	0	0	1	0	0
otu7534	0	0	0	1	0	0	0	0	0	0
otu7535	0	0	0	0	1	0	0	0	0	0
otu7536	0	0	0	0	0	0	1	0	0	0
otu7539	0	0	0	0	0	0	1	0	0	0
otu754	0	1	0	0	0	0	0	0	0	0
otu7540	0	0	1	0	0	0	0	0	0	0
otu7543	0	0	0	1	0	0	0	0	0	0
otu7544	0	0	1	0	0	0	0	0	0	0
otu7545	0	0	0	0	0	0	0	1	0	0
otu7546	0	0	0	0	0	0	0	1	0	0
otu7548	0	0	1	0	0	0	0	0	0	0
otu7549	0	0	0	0	1	0	0	0	0	0
otu755	0	0	0	0	0	1	0	0	0	0
otu7553	0	0	1	0	0	0	0	0	0	0
otu7557	0	0	0	0	1	0	0	0	0	0
otu756	0	0	0	0	0	0	1	0	0	0
otu7560	0	0	1	0	0	0	0	0	0	0
otu7561	0	0	0	0	0	0	0	1	0	0
otu7562	0	0	1	0	0	0	0	0	0	0
otu7563	0	0	0	0	0	0	0	0	1	0
otu7565	0	0	0	0	0	0	1	0	0	0
otu7566	0	0	0	0	0	0	1	0	0	0
otu7567	0	1	0	0	0	0	0	0	0	0
otu7568	0	1	0	0	0	0	0	0	0	0
otu7569	0	0	1	0	0	0	0	0	0	0
otu757	1	0	0	0	0	0	0	0	0	0
otu7570	0	1	0	0	0	0	0	0	0	0
otu7571	0	0	0	0	0	0	0	0	1	0
otu7573	0	0	1	0	0	0	0	0	0	0
otu7576	0	0	0	1	0	0	0	0	0	0
otu7577	0	1	0	0	0	0	0	0	0	0
otu7579	0	0	0	0	1	0	0	0	0	0
otu758	1	0	0	0	0	0	0	0	0	0
otu7582	0	0	0	0	1	0	0	0	0	0
otu7585	0	0	1	0	0	0	0	0	0	0
otu7586	0	0	0	0	0	1	0	0	0	0
otu7587	0	0	0	0	0	0	1	0	0	0
otu7591	1	0	0	0	0	0	0	0	0	0
otu7593	0	0	0	0	0	1	0	0	0	0
otu76	0	0	0	0	1	0	0	0	0	0
otu7605	0	0	0	0	1	0	0	0	0	0
otu7606	0	1	0	0	0	0	0	0	0	0
otu7607	0	0	0	0	1	0	0	0	0	0
otu7611	1	0	0	0	0	0	0	0	0	0
otu7613	0	0	1	0	0	0	0	0	0	0
otu7614	0	0	0	0	0	0	0	1	0	0
otu7615	0	0	0	0	0	0	1	0	0	0
otu7616	0	0	0	1	0	0	0	0	0	0
otu7620	0	0	0	0	0	0	1	0	0	0
otu7621	0	0	0	0	0	1	0	0	0	0
otu7622	1	0	0	0	0	0	0	0	0	0
otu7624	0	1	0	0	0	0	0	0	0	0
otu7626	0	1	0	0	0	0	0	0	0	0
otu7628	0	0	1	0	0	0	0	0	0	0
otu763	0	0	0	0	1	0	0	0	0	0
otu7630	0	0	0	0	0	0	0	0	1	0
otu7631	0	0	0	0	0	0	1	0	0	0
otu7633	0	1	0	0	0	0	0	0	0	0
otu7634	0	0	0	0	0	0	0	0	0	1
otu7636	0	0	0	0	0	0	0	0	1	0
otu7639	1	0	0	0	0	0	0	0	0	0
otu7641	0	0	0	0	0	0	1	0	0	0
otu7642	0	0	0	0	0	0	1	0	0	0
otu7643	0	1	0	0	0	0	0	0	0	0
otu7644	0	0	0	1	0	0	0	0	0	0
otu7646	0	0	0	0	1	0	0	0	0	0
otu7647	0	0	0	0	1	0	0	0	0	0
otu7648	0	1	0	0	0	0	0	0	0	0
otu7651	0	0	0	0	0	1	0	0	0	0
otu7652	0	0	1	0	0	0	0	0	0	0
otu7653	0	1	0	0	0	0	0	0	0	0
otu7655	0	0	1	0	0	0	0	0	0	0
otu7659	0	0	0	1	0	0	0	0	0	0
otu766	0	0	0	1	0	0	0	0	0	0
otu7662	0	1	0	0	0	0	0	0	0	0
otu7663	0	0	0	0	1	0	0	0	0	0
otu7664	0	0	0	0	1	0	0	0	0	0
otu7665	0	0	1	0	0	0	0	0	0	0
otu7666	0	0	1	0	0	0	0	0	0	0
otu7669	0	0	0	0	0	0	0	0	1	0
otu7671	0	0	0	0	0	0	0	0	0	1
otu7673	0	0	1	0	0	0	0	0	0	0
otu7674	0	0	1	0	0	0	0	0	0	0
otu7675	1	0	0	0	0	0	0	0	0	0
otu7676	0	0	0	0	0	0	1	0	0	0
otu7677	0	0	0	1	0	0	0	0	0	0
otu7678	0	0	1	0	0	0	0	0	0	0
otu7679	0	0	1	0	0	0	0	0	0	0
otu7683	0	0	0	1	0	0	0	0	0	0
otu7684	0	1	0	0	0	0	0	0	0	0
otu7685	0	0	0	0	0	0	0	0	1	0
otu7686	0	0	0	0	0	0	0	0	0	1
otu7687	0	0	1	0	0	0	0	0	0	0
otu7688	0	0	1	0	0	0	0	0	0	0
otu7689	1	0	0	0	0	0	0	0	0	0
otu7692	1	0	0	0	0	0	0	0	0	0
otu7693	0	0	0	0	1	0	0	0	0	0
otu7694	0	0	0	1	0	0	0	0	0	0
otu7695	0	0	0	0	0	0	1	0	0	0
otu7696	0	0	0	1	0	0	0	0	0	0
otu7697	0	1	0	0	0	0	0	0	0	0
otu77	0	0	0	0	0	0	0	0	0	1
otu770	0	0	0	0	0	0	1	0	0	0
otu7701	0	0	0	0	0	0	1	0	0	0
otu7704	0	0	0	0	1	0	0	0	0	0
otu7708	0	0	0	0	0	1	0	0	0	0
otu7710	0	0	1	0	0	0	0	0	0	0
otu7712	0	1	0	0	0	0	0	0	0	0
otu7713	0	0	0	0	0	0	0	1	0	0
otu7714	0	0	0	0	1	0	0	0	0	0
otu7717	0	1	0	0	0	0	0	0	0	0
otu7718	0	1	0	0	0	0	0	0	0	0
otu7719	0	0	1	0	0	0	0	0	0	0
otu772	1	0	0	0	0	0	0	0	0	0
otu7720	0	1	0	0	0	0	0	0	0	0
otu7723	0	0	1	0	0	0	0	0	0	0
otu7724	1	0	0	0	0	0	0	0	0	0
otu7725	0	1	0	0	0	0	0	0	0	0
otu7726	0	0	1	0	0	0	0	0	0	0
otu7727	0	0	0	0	0	0	1	0	0	0
otu7729	0	0	0	0	0	0	1	0	0	0
otu7730	0	1	0	0	0	0	0	0	0	0
otu7732	0	0	1	0	0	0	0	0	0	0
otu7733	0	0	0	0	1	0	0	0	0	0
otu7736	0	0	0	0	0	0	0	0	1	0
otu7737	0	0	0	0	0	0	0	0	1	0
otu7738	0	0	0	0	0	1	0	0	0	0
otu7739	0	0	0	0	0	0	1	0	0	0
otu774	0	1	0	0	0	0	0	0	0	0
otu7740	0	0	1	0	0	0	0	0	0	0
otu7741	0	0	0	0	0	0	1	0	0	0
otu7743	0	0	1	0	0	0	0	0	0	0
