OTU ID	HE327A	HE327C	HE327D	HE327E	HE327F	HE327G	HE327J	HE327K	HE327L	HE327N
otu8160	1	2	1	0	1	2	2	0	2	0
otu8205	2	0	1	0	3	2	1	0	2	0
otu8252	0	4	2	3	0	0	0	0	2	0
otu8999	0	0	0	0	0	0	1	3	4	3
otu9332	3	0	0	0	2	3	0	3	0	0
otu97	0	3	0	1	1	0	3	2	1	0
otu98	2	3	4	0	0	2	0	0	0	0
otu1275	8	1	1	0	0	0	0	0	0	0
otu1319	0	5	0	1	2	1	1	0	0	0
otu134	1	1	1	7	0	0	0	0	0	0
otu1350	1	1	3	0	1	0	1	0	0	3
otu144	0	1	4	0	0	2	2	0	0	1
otu1620	0	1	0	1	3	1	1	1	2	0
otu169	7	2	1	0	0	0	0	0	0	0
otu1762	1	1	0	2	0	0	2	1	3	0
otu1823	10	0	0	0	0	0	0	0	0	0
otu1937	0	0	0	0	1	1	6	1	1	0
otu2094	0	0	1	0	8	1	0	0	0	0
otu2110	1	1	0	3	0	3	2	0	0	0
otu2252	10	0	0	0	0	0	0	0	0	0
otu2629	0	2	2	4	0	1	1	0	0	0
otu2753	0	0	2	0	5	0	0	3	0	0
otu284	0	2	3	0	0	2	0	1	2	0
otu337	1	1	1	3	0	3	1	0	0	0
otu3397	0	1	0	2	4	0	1	2	0	0
otu3490	0	3	3	0	2	0	1	0	1	0
otu3555	1	1	0	0	1	0	0	2	5	0
otu3743	4	3	0	0	3	0	0	0	0	0
otu3747	0	4	4	1	0	0	0	0	1	0
otu3749	0	1	4	0	1	0	1	3	0	0
otu3827	0	10	0	0	0	0	0	0	0	0
otu3954	0	0	0	4	1	2	3	0	0	0
otu3985	2	2	4	1	0	0	0	1	0	0
otu4277	1	0	4	0	0	0	4	0	0	1
otu4335	1	1	0	0	0	0	0	2	2	4
otu4635	0	3	2	0	2	0	0	0	1	2
otu4674	1	1	0	0	0	1	3	0	2	2
otu47	5	2	1	0	0	2	0	0	0	0
otu478	0	2	0	0	1	0	1	2	1	3
otu5100	0	2	2	3	1	0	0	1	1	0
otu520	8	2	0	0	0	0	0	0	0	0
otu5320	0	2	1	4	0	0	3	0	0	0
otu5452	0	3	1	0	3	0	2	0	1	0
otu5563	0	1	1	0	1	2	0	5	0	0
otu5624	0	0	0	0	2	2	2	1	2	1
otu5684	0	2	2	1	3	0	2	0	0	0
otu6122	0	0	1	0	1	2	0	1	3	2
otu6135	3	0	3	0	0	2	1	0	0	1
otu6343	0	1	0	0	0	0	0	4	2	3
otu6577	0	1	0	1	0	0	1	3	4	0
otu6593	0	4	1	0	4	0	1	0	0	0
otu6637	1	3	0	0	2	0	1	0	2	1
otu6839	0	4	2	0	2	0	0	0	1	1
otu6935	2	2	1	0	1	0	0	2	2	0
otu7552	1	1	3	1	1	0	0	0	2	1
otu7783	0	2	3	0	0	2	0	0	2	1
otu7999	1	2	2	2	0	0	1	0	1	1
otu8245	0	2	2	1	1	0	1	1	2	0
otu8458	1	2	2	0	1	0	1	1	1	1
otu9448	1	0	2	1	2	2	1	0	1	0
otu9519	0	2	2	0	0	0	0	2	3	1
otu965	4	3	2	0	1	0	0	0	0	0
otu9688	1	3	0	1	1	2	2	0	0	0
otu9971	2	1	3	0	1	2	0	1	0	0
otu1084	0	1	0	0	1	0	5	1	1	0
otu1171	1	0	1	3	0	1	1	0	1	1
otu1902	5	1	3	0	0	0	0	0	0	0
otu1980	1	0	1	0	0	2	0	1	2	2
otu2003	0	0	0	2	1	0	6	0	0	0
otu2149	1	1	0	0	3	3	0	0	1	0
otu2178	0	0	0	0	5	0	0	3	1	0
otu2291	0	0	0	0	0	0	4	1	4	0
otu2383	0	0	2	5	0	0	2	0	0	0
otu2471	0	3	0	0	0	1	1	2	2	0
otu2507	0	0	1	4	0	1	0	1	1	1
otu255	0	1	0	0	0	4	0	2	2	0
otu2620	0	1	0	7	1	0	0	0	0	0
otu281	0	0	0	0	2	1	1	2	0	3
otu316	9	0	0	0	0	0	0	0	0	0
otu3277	0	3	1	0	2	0	1	1	1	0
otu3494	0	2	4	0	1	0	0	0	2	0
otu3521	0	1	1	0	2	2	3	0	0	0
otu3905	8	0	0	0	0	1	0	0	0	0
otu427	3	0	1	0	2	1	1	0	0	1
otu4482	0	1	4	0	1	0	2	0	1	0
otu491	1	4	3	0	0	0	0	0	0	1
otu4981	0	1	1	0	0	1	2	1	1	2
otu5058	1	0	0	1	1	3	0	0	3	0
otu514	0	0	0	0	3	1	3	1	1	0
otu5385	0	0	1	6	0	1	1	0	0	0
otu5451	0	4	1	0	3	1	0	0	0	0
otu551	0	0	0	0	3	0	0	6	0	0
otu5652	5	0	1	0	0	1	1	0	1	0
otu5662	0	0	0	0	3	0	0	3	3	0
otu5896	2	0	0	0	0	0	0	0	2	5
otu5957	0	3	1	2	2	0	0	0	0	1
otu6022	0	0	1	7	0	0	1	0	0	0
otu609	6	0	0	1	1	0	1	0	0	0
otu6266	0	0	2	0	1	1	0	2	2	1
otu635	0	0	1	0	5	0	0	3	0	0
otu6541	1	3	3	1	0	0	0	0	0	1
otu6645	1	0	1	0	6	1	0	0	0	0
otu6660	2	3	0	1	2	0	0	0	0	1
otu6718	0	0	6	0	0	0	2	0	1	0
otu6842	0	0	0	7	1	0	0	0	1	0
otu6879	0	1	1	1	1	1	3	1	0	0
otu7109	0	0	0	0	1	3	2	0	3	0
otu7122	0	0	2	0	0	0	0	4	3	0
otu7134	0	0	0	3	5	0	1	0	0	0
otu7263	0	3	3	0	2	0	0	0	0	1
otu730	0	2	0	0	1	0	1	4	1	0
otu7475	1	0	1	0	3	0	2	0	2	0
otu781	0	1	3	0	1	1	0	2	0	1
otu7915	0	3	0	0	1	1	1	3	0	0
otu8047	3	5	0	0	0	1	0	0	0	0
otu809	1	2	0	1	1	3	0	0	1	0
otu8105	0	0	0	9	0	0	0	0	0	0
otu814	8	0	1	0	0	0	0	0	0	0
otu8410	1	2	1	0	0	1	0	3	1	0
otu8465	0	2	5	0	0	0	0	0	2	0
otu8466	1	2	0	0	4	1	1	0	0	0
otu8477	1	2	1	1	1	0	0	0	2	1
otu8548	0	1	5	1	0	0	1	0	0	1
otu8592	0	1	2	0	2	1	1	0	0	2
otu8652	0	2	2	1	0	1	1	1	0	1
otu8783	3	1	1	0	1	0	0	0	3	0
otu8882	6	0	2	0	0	0	0	0	1	0
otu922	0	1	1	1	0	0	5	0	1	0
otu9462	3	0	0	0	2	1	1	2	0	0
otu9928	2	0	0	1	2	2	0	2	0	0
otu1006	0	0	0	0	1	7	0	0	0	0
otu1078	0	2	0	0	2	2	0	1	0	1
otu1132	1	2	0	2	1	2	0	0	0	0
otu1151	0	1	1	0	3	1	0	0	2	0
otu1172	0	1	0	0	2	3	0	1	1	0
otu1198	0	1	1	1	2	0	1	1	1	0
otu1239	6	0	0	0	0	1	0	0	0	1
otu138	4	0	0	0	1	0	2	0	0	1
otu1416	1	1	0	0	1	1	3	0	1	0
otu1456	0	0	4	0	1	0	1	0	0	2
otu1598	2	0	0	0	1	1	0	0	4	0
otu1689	1	1	1	2	1	1	1	0	0	0
otu172	0	2	0	1	2	1	0	0	1	1
otu1917	0	2	2	0	2	0	0	0	2	0
otu2058	0	0	0	0	3	1	1	0	3	0
otu2065	0	0	3	0	1	3	0	0	1	0
otu2260	0	0	0	0	3	1	3	0	0	1
otu2384	0	0	0	1	3	0	1	0	3	0
otu2487	3	0	4	0	1	0	0	0	0	0
otu2533	0	0	0	1	0	2	1	0	2	2
otu2747	0	0	0	0	0	2	2	2	2	0
otu2817	0	1	1	0	0	2	4	0	0	0
otu292	2	0	0	0	0	2	0	0	4	0
otu3071	0	3	0	0	1	2	2	0	0	0
otu318	5	3	0	0	0	0	0	0	0	0
otu3197	6	0	2	0	0	0	0	0	0	0
otu3249	1	3	3	0	0	0	0	0	1	0
otu341	3	1	2	0	1	0	1	0	0	0
otu3705	3	2	1	0	0	1	1	0	0	0
otu3740	0	3	0	0	2	2	1	0	0	0
otu3834	0	1	1	0	2	0	0	1	2	1
otu3843	0	0	0	0	1	1	1	4	0	1
otu3869	0	0	2	0	0	2	4	0	0	0
otu3920	0	0	0	0	3	1	2	1	1	0
otu3964	0	3	0	0	0	1	2	1	1	0
otu4015	0	0	1	4	0	0	0	0	3	0
otu4054	2	0	1	0	0	1	1	3	0	0
otu4127	2	0	4	0	0	0	0	0	2	0
otu4307	0	6	0	0	0	1	0	0	1	0
otu4490	0	1	2	0	0	4	0	1	0	0
otu4893	0	4	1	2	0	0	1	0	0	0
otu4919	1	0	0	1	0	2	0	0	4	0
otu4956	2	1	0	0	0	1	1	1	1	1
otu4965	1	4	0	0	2	0	1	0	0	0
otu5008	0	1	1	2	2	2	0	0	0	0
otu5029	0	1	0	1	3	1	0	0	2	0
otu5066	1	4	1	0	0	2	0	0	0	0
otu510	0	1	0	0	0	0	5	1	1	0
otu5156	0	1	3	0	1	1	0	1	1	0
otu5347	0	0	2	0	0	1	1	1	2	1
otu5518	0	0	2	0	3	1	0	1	1	0
otu5541	0	1	2	0	3	1	0	0	0	1
otu566	1	2	1	0	1	1	2	0	0	0
otu5663	0	0	0	0	1	0	2	2	3	0
otu5687	1	4	0	0	0	1	0	0	2	0
otu5705	0	2	1	0	0	2	0	2	0	1
otu5737	0	1	0	0	0	1	1	2	2	1
otu5895	1	1	0	6	0	0	0	0	0	0
otu6093	0	1	0	0	2	2	0	1	2	0
otu6279	0	2	2	0	1	1	0	1	1	0
otu6389	0	0	0	4	3	0	0	1	0	0
otu6494	0	3	1	0	2	1	1	0	0	0
otu6505	0	0	2	0	1	0	4	0	0	1
otu6567	0	1	3	0	2	1	0	0	0	1
otu6598	0	0	4	2	0	2	0	0	0	0
otu6651	0	1	0	0	3	0	3	0	0	1
otu6712	0	0	0	0	2	3	2	1	0	0
otu6772	1	1	4	0	1	1	0	0	0	0
otu7025	0	7	0	0	0	0	0	0	1	0
otu7163	0	2	4	0	1	0	1	0	0	0
otu7187	0	0	1	0	0	1	4	0	0	2
otu7194	0	4	4	0	0	0	0	0	0	0
otu7301	1	0	1	0	1	2	2	1	0	0
otu759	0	0	0	0	0	1	0	1	4	2
otu7838	0	0	0	7	0	0	0	0	0	1
otu7929	0	0	0	2	1	0	1	1	2	1
otu7940	0	3	0	0	0	0	4	0	0	1
otu8063	2	2	1	0	1	0	1	0	1	0
otu8229	0	1	3	0	0	0	0	0	4	0
otu8239	0	0	2	0	1	3	2	0	0	0
otu8447	0	2	1	0	0	0	1	0	4	0
otu8460	0	1	0	7	0	0	0	0	0	0
otu85	0	2	1	0	1	1	1	1	1	0
otu8565	0	0	1	2	3	0	0	0	2	0
otu859	2	0	1	0	3	0	2	0	0	0
otu8641	3	1	1	0	0	0	3	0	0	0
otu8682	8	0	0	0	0	0	0	0	0	0
otu875	0	3	0	0	1	0	1	2	1	0
otu8837	0	1	2	0	0	0	1	0	3	1
otu888	0	1	1	0	4	1	1	0	0	0
otu9092	2	1	3	0	1	0	1	0	0	0
otu9413	0	1	1	0	1	0	3	0	2	0
otu9624	0	1	0	1	2	0	3	1	0	0
otu9881	1	0	0	0	1	4	0	2	0	0
otu998	0	1	1	0	0	0	2	3	1	0
otu109	1	0	1	3	2	0	0	0	0	0
otu1094	0	1	0	2	3	0	1	0	0	0
otu1103	0	2	0	0	0	2	0	1	2	0
otu1157	0	1	0	3	1	0	1	0	0	1
otu1169	1	0	1	0	3	1	0	0	0	1
otu1332	0	0	0	0	5	0	2	0	0	0
otu1361	0	1	0	1	1	0	0	1	2	1
otu1417	0	0	1	1	4	0	0	0	1	0
otu1448	0	0	1	2	1	0	2	0	1	0
otu1471	0	0	0	1	2	0	0	1	3	0
otu1556	2	1	0	0	0	2	2	0	0	0
otu1587	2	0	0	1	2	1	1	0	0	0
otu1599	0	3	0	4	0	0	0	0	0	0
otu180	1	1	1	0	3	0	0	0	0	1
otu1836	2	0	0	0	2	0	0	0	2	1
otu1869	0	0	0	0	1	4	0	2	0	0
otu2005	0	0	7	0	0	0	0	0	0	0
otu2079	0	1	0	0	0	1	0	3	0	2
otu215	2	0	1	0	0	0	0	0	4	0
otu2188	0	0	0	0	0	0	0	2	4	1
otu2196	4	0	0	0	1	1	0	0	0	1
otu2221	0	7	0	0	0	0	0	0	0	0
otu2237	0	1	0	0	0	0	0	1	1	4
otu2412	1	0	1	0	0	2	0	0	2	1
otu2463	5	0	0	0	0	1	0	0	1	0
otu2514	0	1	5	1	0	0	0	0	0	0
otu2649	0	3	1	1	2	0	0	0	0	0
otu2679	1	1	1	1	1	0	0	0	2	0
otu296	4	1	1	0	0	0	1	0	0	0
otu3079	1	1	0	0	1	3	0	0	1	0
otu3142	0	0	0	1	2	1	1	1	0	1
otu3296	0	1	0	0	2	1	0	0	3	0
otu3552	1	0	2	0	1	2	0	0	0	1
otu3606	2	0	2	1	0	0	1	0	0	1
otu3636	1	0	0	6	0	0	0	0	0	0
otu3660	0	0	0	0	0	1	0	3	3	0
otu3707	0	0	0	0	1	0	1	3	1	1
otu3770	2	0	1	0	1	0	0	1	0	2
otu380	0	0	0	0	0	1	0	1	0	5
otu3927	1	1	0	0	2	1	2	0	0	0
otu3962	0	1	1	0	0	4	0	0	1	0
otu4172	0	0	0	0	0	5	1	0	1	0
otu4455	2	2	0	1	0	0	2	0	0	0
otu4505	0	2	1	0	3	0	1	0	0	0
otu4572	0	0	5	0	0	0	2	0	0	0
otu4709	6	0	0	0	0	0	1	0	0	0
otu48	0	0	0	0	0	0	3	0	3	1
otu481	0	0	0	3	1	3	0	0	0	0
otu4850	0	0	0	1	0	0	0	1	2	3
otu4862	0	0	0	0	3	1	1	1	1	0
otu490	1	0	2	1	3	0	0	0	0	0
otu5060	0	1	1	0	0	2	1	1	1	0
otu5138	0	0	0	0	1	0	2	0	1	3
otu5148	0	1	0	0	2	1	0	1	1	1
otu527	0	2	1	0	1	0	0	0	3	0
otu5369	0	0	0	0	0	3	1	0	1	2
otu5473	0	1	1	1	0	1	3	0	0	0
otu5636	0	1	3	0	1	0	0	1	0	1
otu5818	0	0	0	0	0	0	0	1	0	6
otu591	1	2	1	0	1	1	0	1	0	0
otu5931	0	1	0	0	0	1	0	2	3	0
otu602	0	0	0	4	0	2	1	0	0	0
otu6054	2	1	1	0	0	1	0	2	0	0
otu6067	0	0	0	0	1	0	0	1	4	1
otu6157	0	0	1	0	3	1	1	0	1	0
otu6293	0	2	1	1	0	0	0	0	2	1
otu6301	1	4	2	0	0	0	0	0	0	0
otu6308	0	0	1	4	0	0	1	0	1	0
otu6326	0	2	3	1	0	1	0	0	0	0
otu6431	0	1	1	0	1	0	0	0	3	1
otu6490	0	2	3	0	0	0	0	0	1	1
otu6506	0	0	1	0	0	1	1	1	2	1
otu6579	3	4	0	0	0	0	0	0	0	0
otu6723	4	2	0	0	1	0	0	0	0	0
otu6742	1	0	0	0	0	2	1	1	2	0
otu6761	2	3	1	0	0	0	0	0	1	0
otu6777	0	1	0	0	1	1	1	0	3	0
otu6914	0	2	1	2	0	2	0	0	0	0
otu6973	2	2	2	0	0	0	1	0	0	0
otu7031	0	1	0	0	3	2	1	0	0	0
otu717	0	0	0	0	2	1	1	0	3	0
otu7431	1	0	0	0	1	2	1	0	0	2
otu7495	0	5	2	0	0	0	0	0	0	0
otu7507	0	5	0	0	1	0	0	0	1	0
otu7509	1	0	0	2	1	0	1	0	2	0
otu7581	0	0	0	6	0	1	0	0	0	0
otu7595	3	0	3	1	0	0	0	0	0	0
otu7604	0	1	1	0	4	1	0	0	0	0
otu7680	1	0	0	0	1	0	2	1	2	0
otu7751	0	0	1	0	1	1	0	1	3	0
otu776	0	0	0	0	4	2	0	1	0	0
otu7990	3	0	0	0	0	1	3	0	0	0
otu804	5	0	1	0	0	0	1	0	0	0
otu8067	0	2	1	0	1	0	1	1	1	0
otu8072	2	2	0	2	0	0	0	1	0	0
otu8078	0	1	1	0	0	1	0	1	1	2
otu8096	0	0	0	6	0	0	1	0	0	0
otu8148	0	0	1	0	1	1	0	0	4	0
otu8337	0	3	3	0	1	0	0	0	0	0
otu8543	1	1	3	0	0	0	0	1	0	1
otu8567	0	4	1	0	0	1	0	0	0	1
otu8584	1	1	4	0	0	0	0	0	1	0
otu8621	0	2	0	1	1	2	1	0	0	0
otu8784	4	0	1	0	0	0	2	0	0	0
otu8796	0	3	4	0	0	0	0	0	0	0
otu884	0	0	0	3	3	1	0	0	0	0
otu8865	0	0	1	0	2	0	1	2	1	0
otu8868	0	0	0	0	1	2	2	1	1	0
otu9054	0	0	7	0	0	0	0	0	0	0
otu911	1	1	2	0	1	2	0	0	0	0
otu915	0	0	0	0	2	2	1	1	1	0
otu9157	0	1	0	1	0	0	2	0	2	1
otu928	0	1	0	0	1	1	0	4	0	0
otu9305	1	0	3	0	2	0	1	0	0	0
otu9564	0	0	1	2	1	1	2	0	0	0
otu9795	1	2	2	0	0	0	0	0	2	0
otu9929	1	3	1	2	0	0	0	0	0	0
otu1042	0	1	0	2	1	1	0	0	1	0
otu1052	2	0	0	0	0	3	1	0	0	0
otu1088	0	6	0	0	0	0	0	0	0	0
otu1201	2	0	1	0	0	0	2	0	1	0
otu1212	0	1	1	0	1	2	0	1	0	0
otu1230	2	0	3	0	0	1	0	0	0	0
otu131	1	0	0	1	2	2	0	0	0	0
otu1341	0	0	0	1	1	0	0	1	3	0
otu1398	0	0	0	0	1	0	3	1	1	0
otu1402	1	5	0	0	0	0	0	0	0	0
otu1429	0	0	0	0	0	0	0	0	6	0
otu1441	0	0	0	0	1	0	1	1	0	3
otu1609	1	0	0	0	0	1	0	0	3	1
otu173	0	2	0	0	0	3	1	0	0	0
otu1755	0	1	0	2	0	1	2	0	0	0
otu1855	4	0	0	2	0	0	0	0	0	0
otu1955	1	0	1	0	0	1	2	0	1	0
otu1991	4	2	0	0	0	0	0	0	0	0
otu2007	1	0	0	0	2	1	0	0	2	0
otu2121	1	0	2	0	1	0	2	0	0	0
otu2172	0	0	0	0	0	0	3	2	1	0
otu2198	0	3	2	0	1	0	0	0	0	0
otu2288	0	1	2	0	1	0	0	0	2	0
otu2304	1	0	0	0	2	1	0	0	2	0
otu2372	0	6	0	0	0	0	0	0	0	0
otu2445	1	3	1	0	0	0	0	0	1	0
otu2476	0	2	1	0	0	2	0	0	0	1
otu2575	0	0	0	0	0	4	2	0	0	0
otu2581	0	0	0	0	0	0	0	5	1	0
otu2706	0	0	0	0	2	0	0	0	4	0
otu2714	0	1	0	0	1	0	4	0	0	0
otu2728	0	0	0	0	5	1	0	0	0	0
otu2743	3	0	1	1	0	0	1	0	0	0
otu277	3	0	3	0	0	0	0	0	0	0
otu2896	0	2	0	2	0	0	1	1	0	0
otu297	0	1	0	0	2	2	1	0	0	0
otu2996	0	0	0	0	4	1	1	0	0	0
otu3025	0	0	0	0	6	0	0	0	0	0
otu3113	0	0	3	0	0	1	0	2	0	0
otu3324	0	0	2	0	0	0	1	1	1	1
otu3405	2	2	0	2	0	0	0	0	0	0
otu3413	0	1	0	0	1	0	0	0	4	0
otu3425	0	1	2	0	0	0	1	0	2	0
otu345	0	0	0	0	2	2	1	0	1	0
otu348	2	0	0	2	0	0	2	0	0	0
otu3531	0	0	0	2	0	2	0	0	2	0
otu373	1	5	0	0	0	0	0	0	0	0
otu3860	6	0	0	0	0	0	0	0	0	0
otu3917	1	3	0	0	2	0	0	0	0	0
otu3976	0	1	0	0	0	2	0	1	1	1
otu412	3	0	0	1	1	0	0	0	1	0
otu4268	0	0	0	0	0	0	1	3	2	0
otu4324	0	0	3	0	0	2	0	0	1	0
otu4332	0	1	0	0	0	0	1	1	2	1
otu4411	0	3	1	1	0	0	0	0	1	0
otu4736	1	1	0	0	0	0	0	4	0	0
otu4737	0	6	0	0	0	0	0	0	0	0
otu499	0	1	0	0	0	0	0	1	3	1
otu5015	0	4	0	0	0	0	2	0	0	0
otu5026	1	0	0	1	0	0	0	0	2	2
otu503	0	1	2	0	0	2	1	0	0	0
otu5043	0	0	1	0	0	0	4	0	0	1
otu5218	5	0	0	0	0	1	0	0	0	0
otu5325	0	0	2	0	0	3	0	0	1	0
otu5372	0	1	1	2	1	0	0	1	0	0
otu5416	0	1	0	1	0	0	3	0	1	0
otu544	0	1	0	0	1	2	2	0	0	0
otu5532	3	0	3	0	0	0	0	0	0	0
otu5666	0	1	3	0	2	0	0	0	0	0
otu5819	0	0	0	0	0	0	2	0	4	0
otu5823	0	0	0	0	1	0	0	0	1	4
otu5854	1	0	1	0	1	1	0	1	0	1
otu5939	0	1	2	1	1	0	0	0	0	1
otu5945	5	0	0	0	1	0	0	0	0	0
otu5974	0	1	0	0	0	0	0	2	3	0
otu6081	2	0	2	0	2	0	0	0	0	0
otu6240	0	0	2	0	0	2	2	0	0	0
otu6243	0	0	6	0	0	0	0	0	0	0
otu6256	0	0	1	0	0	0	0	1	3	1
otu6283	0	3	0	0	0	0	1	0	2	0
otu637	0	0	1	0	1	2	1	0	1	0
otu6380	0	2	1	2	1	0	0	0	0	0
otu6420	0	3	0	0	1	0	1	0	1	0
otu6717	0	0	0	0	2	1	0	0	2	1
otu6779	0	0	5	0	0	0	0	0	1	0
otu6823	0	6	0	0	0	0	0	0	0	0
otu6828	0	0	6	0	0	0	0	0	0	0
otu6941	0	0	1	1	3	0	1	0	0	0
otu6945	0	3	0	0	3	0	0	0	0	0
otu6965	0	0	0	0	1	5	0	0	0	0
otu6997	0	1	1	0	1	2	0	0	0	1
otu7086	0	0	4	0	0	2	0	0	0	0
otu7124	0	0	1	5	0	0	0	0	0	0
otu7177	0	0	4	0	0	1	1	0	0	0
otu7240	0	0	0	0	1	0	2	0	2	1
otu726	0	0	0	1	0	5	0	0	0	0
otu7308	0	0	1	0	1	0	0	3	1	0
otu7321	0	1	0	1	0	2	0	0	2	0
otu7350	0	3	0	0	1	0	1	0	0	1
otu7371	0	2	4	0	0	0	0	0	0	0
otu7382	0	2	2	0	0	1	1	0	0	0
otu7422	1	0	2	0	1	0	1	0	0	1
otu7480	0	0	2	0	0	1	1	0	2	0
otu7589	0	0	2	1	0	0	0	0	3	0
otu7658	0	0	0	6	0	0	0	0	0	0
otu7690	0	0	1	5	0	0	0	0	0	0
otu7759	0	2	0	0	0	0	0	0	4	0
otu7876	0	0	1	4	0	0	1	0	0	0
otu7913	0	1	0	0	4	0	0	0	0	1
otu7933	0	0	0	0	5	0	0	0	0	1
otu8008	1	1	0	0	2	0	1	0	0	1
otu810	0	0	0	0	1	4	0	0	1	0
otu8221	0	3	0	0	0	0	1	1	1	0
otu8249	2	1	0	0	1	0	1	0	0	1
otu8321	0	3	1	0	1	0	0	0	1	0
otu8356	0	1	0	0	0	0	0	0	5	0
otu841	6	0	0	0	0	0	0	0	0	0
otu8492	0	3	0	1	1	0	0	0	1	0
otu8615	0	0	1	1	1	3	0	0	0	0
otu8655	0	0	0	0	3	3	0	0	0	0
otu87	0	0	0	0	0	1	0	1	4	0
otu8897	0	2	1	2	0	0	1	0	0	0
otu8933	0	0	0	0	0	0	1	3	1	1
otu9007	0	0	1	0	0	2	1	0	0	2
otu9008	0	6	0	0	0	0	0	0	0	0
otu9087	0	0	0	0	0	0	1	1	4	0
otu9194	1	0	0	0	0	1	3	0	0	1
otu9219	4	0	0	1	1	0	0	0	0	0
otu9257	0	0	0	0	0	0	6	0	0	0
otu9316	0	2	0	0	0	4	0	0	0	0
otu9379	0	0	3	0	1	0	0	0	2	0
otu9562	0	0	0	0	0	0	1	4	0	1
otu9628	1	0	3	1	1	0	0	0	0	0
otu968	1	0	1	0	0	0	1	3	0	0
otu973	0	0	0	3	1	2	0	0	0	0
otu997	0	0	0	0	0	1	0	2	3	0
otu1001	1	0	0	2	1	0	0	0	1	0
otu1023	2	1	1	0	1	0	0	0	0	0
otu1057	0	0	0	1	0	4	0	0	0	0
otu1138	0	0	0	1	0	0	0	0	4	0
otu1259	0	1	0	0	2	0	0	0	0	2
otu1265	0	0	0	0	1	1	0	1	2	0
otu1271	0	1	0	0	1	2	1	0	0	0
otu1290	2	2	0	0	1	0	0	0	0	0
otu1307	0	0	0	5	0	0	0	0	0	0
otu1333	0	0	0	0	0	0	0	5	0	0
otu135	0	0	1	0	0	0	1	2	1	0
otu1383	0	2	1	1	1	0	0	0	0	0
otu1414	0	2	0	0	0	2	1	0	0	0
otu1469	0	4	1	0	0	0	0	0	0	0
otu1483	0	0	5	0	0	0	0	0	0	0
otu1484	0	0	0	1	1	1	0	0	1	1
otu1512	2	2	0	0	0	0	1	0	0	0
otu1552	4	1	0	0	0	0	0	0	0	0
otu1681	4	0	0	0	1	0	0	0	0	0
otu1683	0	0	1	1	1	0	2	0	0	0
otu1780	5	0	0	0	0	0	0	0	0	0
otu1803	0	1	1	0	2	0	0	0	1	0
otu1804	3	0	0	0	0	1	1	0	0	0
otu1843	0	2	0	0	2	0	1	0	0	0
otu1931	0	1	0	0	1	1	0	2	0	0
otu1996	0	1	0	1	0	0	0	0	3	0
otu2059	0	1	0	1	0	0	0	0	3	0
otu224	4	0	0	1	0	0	0	0	0	0
otu2247	0	0	1	0	1	2	0	0	0	1
otu2267	4	0	0	0	0	1	0	0	0	0
otu2286	0	0	0	2	1	1	1	0	0	0
otu2310	0	0	1	0	2	1	1	0	0	0
otu2353	0	2	0	0	1	1	0	0	1	0
otu2406	0	0	1	0	1	1	0	1	1	0
otu2449	0	4	0	0	0	1	0	0	0	0
otu2451	0	0	0	2	0	0	3	0	0	0
otu2515	0	1	1	1	2	0	0	0	0	0
otu2536	0	1	0	0	4	0	0	0	0	0
otu2547	0	0	0	0	0	1	0	1	3	0
otu2557	0	0	3	0	1	0	0	1	0	0
otu259	3	2	0	0	0	0	0	0	0	0
otu2601	0	0	0	0	4	0	0	0	1	0
otu2607	0	0	0	2	0	2	0	0	1	0
otu262	3	0	0	0	0	0	0	0	2	0
otu2648	0	1	0	0	1	0	0	0	3	0
otu2668	0	1	1	0	1	0	1	1	0	0
otu2692	4	0	0	0	0	1	0	0	0	0
otu2696	0	4	1	0	0	0	0	0	0	0
otu2749	0	0	1	1	0	2	1	0	0	0
otu2755	0	0	0	5	0	0	0	0	0	0
otu2797	0	0	3	0	0	0	2	0	0	0
otu2815	0	0	1	0	2	0	0	0	2	0
otu2869	0	0	1	0	2	1	0	0	1	0
otu291	0	0	0	1	2	0	2	0	0	0
otu2916	2	0	1	1	0	0	0	1	0	0
otu2931	0	0	1	0	0	0	0	0	3	1
otu304	1	1	0	0	0	1	0	2	0	0
otu3040	0	0	0	1	0	0	2	1	1	0
otu3041	0	0	0	3	2	0	0	0	0	0
otu306	4	0	0	0	0	1	0	0	0	0
otu310	5	0	0	0	0	0	0	0	0	0
otu3100	0	1	0	1	1	1	1	0	0	0
otu3119	0	0	0	3	0	2	0	0	0	0
otu3163	0	0	0	1	1	1	0	2	0	0
otu3231	0	1	0	0	0	2	1	0	1	0
otu338	1	2	0	0	2	0	0	0	0	0
otu3392	0	0	0	0	0	1	0	2	1	1
otu3464	0	1	1	0	2	0	0	0	1	0
otu3556	0	0	0	0	0	0	0	1	4	0
otu3563	1	0	0	0	0	0	0	0	4	0
otu3609	0	3	0	1	0	0	1	0	0	0
otu3652	0	1	0	0	0	0	2	0	2	0
otu3659	0	0	0	0	5	0	0	0	0	0
otu366	0	1	0	0	2	1	0	0	1	0
otu372	0	0	1	0	0	0	0	1	2	1
otu3737	0	0	0	0	1	4	0	0	0	0
otu3863	0	0	0	0	1	0	3	0	1	0
otu3879	0	0	0	0	0	0	0	1	4	0
otu3901	0	0	0	0	5	0	0	0	0	0
otu392	0	0	1	1	3	0	0	0	0	0
otu3981	0	0	0	5	0	0	0	0	0	0
otu3994	0	0	1	0	0	0	0	2	2	0
otu3997	0	0	0	5	0	0	0	0	0	0
